alpha,beta_logM,sigma
0.7105100928822694,-0.2935391444806325,0.33541373657054646
0.762394923896643,-0.3022123353406256,0.3350231846934032
0.6836060520334343,-0.2683131153502084,0.3687817610077097
0.6068306313046435,-0.2618729752757741,0.3524804229121963
0.709683522230408,-0.2822244731842478,0.3295617164481692
0.6835331145809231,-0.2930601644995815,0.336620988081034
0.5391806637895721,-0.24849826505689057,0.3396987069435096
0.5781783923155117,-0.2527213753151055,0.33518399282098016
0.7373669422246691,-0.29042286022741415,0.36914123212219424
0.6855309377000598,-0.280902018175287,0.3316091868532135
0.6919929554945429,-0.2916847879385803,0.35973472022714326
0.7642690956598708,-0.2981928235224626,0.3274824540768614
0.6713787291419533,-0.28767997485038105,0.32438953963030903
0.7089703366728023,-0.2841053014037982,0.3452344074772257
0.7051640603648797,-0.28337501020118766,0.3662897608007276
0.6662736517418023,-0.28231669434276047,0.31642815636649296
0.6133328688265807,-0.2641197693961943,0.3370688421884278
0.567938270117017,-0.2482530466701658,0.32491753824570213
0.5923789974772486,-0.24832927137442426,0.3394686041724174
0.5929527571696882,-0.25360829376652094,0.32820952342705034
0.6761188208951842,-0.28096955248831124,0.3373395140559937
0.63543159216896,-0.26732055356590617,0.3629056692649228
0.7177331548843234,-0.2880969917056778,0.32254346346153495
0.6517079115098217,-0.264395398048827,0.3353157779056794
0.7812465518401432,-0.30067909108412294,0.3373036714059066
0.720195363382812,-0.2880293830955536,0.3364937280817378
0.7173042448771815,-0.2801926723503,0.35198952956902496
0.7149403013471856,-0.2848816935009249,0.338768164006673
0.6486570972136506,-0.2726486473478193,0.36625573959419244
0.6850165396311784,-0.2778781286923634,0.3372903394265507
0.6739810153254996,-0.2839985292558616,0.35806289342308584
0.6787913528850331,-0.27657526299715174,0.31850899546622685
0.7131894149125007,-0.27927084160961974,0.34911705396712506
0.6990613957379601,-0.2818973774559087,0.3140785936853877
0.7227442779680365,-0.2851888420142723,0.31007459144653826
0.7457499313661848,-0.3050132162748474,0.35487523887512973
0.6945832243930476,-0.2866172583645719,0.31778151493438034
0.7105923526404408,-0.2921052527016727,0.35150885890262096
0.631353991868476,-0.2589185809277348,0.33833101926559345
0.6592195448215336,-0.27829433802632453,0.35034919459394936
0.7282397391185059,-0.28747524213764736,0.3229586967940573
0.6923731974516923,-0.2885064664593089,0.32278682407023523
0.6981961746149553,-0.2839147681598187,0.36133410781898834
0.6375486614679925,-0.2660575310146038,0.3382817839022097
0.603271633773555,-0.26361047823622424,0.33995408658330495
0.5300503602501891,-0.2483099522559396,0.3575975856398927
0.724458220297048,-0.2903530000146001,0.32025583769994415
0.6615072483324429,-0.27798039828365845,0.34153802473320316
0.6233815761616621,-0.2645462806639431,0.3183842324925348
0.6881364923409886,-0.28008833950874784,0.3151263895263002
0.6734752916811858,-0.2803499361006234,0.34562460280639895
0.698885629675473,-0.2785964526480857,0.3281346538435656
0.7069824110549646,-0.28495981441872215,0.3090512895570137
0.6283426405092734,-0.26770795543796616,0.3175781407489575
0.6472534971456281,-0.26997589742958766,0.3513520631804551
0.7165748258676023,-0.2903687043628003,0.3406268243710608
0.7766872113088148,-0.29751399962762215,0.34026066079915673
0.6761189714559682,-0.28605202356206033,0.32758051431092494
0.6667978880778374,-0.28050922483115437,0.34699106637646654
0.6774057697685038,-0.27060956485802173,0.3248245720388998
0.7315276126160491,-0.29344045944523006,0.35963495680766555
0.6139882639648166,-0.25406858231597756,0.3357038515663639
0.750575993866299,-0.2996293473809171,0.3275730458751994
0.6403082413604795,-0.2793225974800997,0.3159316460627973
0.6678416939141532,-0.27573922690146074,0.32056675811208923
0.7207236475932104,-0.285476007499304,0.32604585128143254
0.7542665363995509,-0.3068940931702903,0.3453189271355093
0.6973472471869273,-0.2876304540214478,0.29828764130284646
0.65105128872281115,-0.2705112051250457,0.35162824039786317
0.7394817695319892,-0.2887845962860059,0.3466816106876869
0.6975456452260266,-0.2800299813432032,0.33034582753572417
0.6621894051475096,-0.26984046416573815,0.32274447677520046
0.7531204829135931,-0.3005948683316303,0.30216623935836157
0.667451221552939,-0.27067022239509764,0.3248164354156342
0.5760985371063339,-0.26768994858812006,0.37254749818462213
0.5862058136553394,-0.25255035884973015,0.32072808055460367
0.7439919622046357,-0.2915962357560167,0.3514115502153784
0.6646174725419345,-0.27519841235465786,0.33339505899603755
0.5773809328505987,-0.25227244340064936,0.3214537860849894
0.6198211083963352,-0.26049444935636296,0.3391282020001744
0.6529430613129793,-0.2749884706931575,0.3605731181691265
0.6401789107664027,-0.2677354874491084,0.3440912021738299
0.6872640804902761,-0.28395905927294746,0.3350735828486792
0.6225049846230394,-0.26434587983935287,0.33308662854134086
0.6946481336191691,-0.2746088966664093,0.3221768388378625
0.7135790784333467,-0.2970585109129001,0.3608579076715702
0.5571506019472734,-0.2396351487871688,0.3510515839713868
0.6251702103548062,-0.2566673529199171,0.31782362270285447
0.6065655832502915,-0.25741331006873874,0.33329738728344205
0.7149451523279194,-0.2799611907556336,0.3217393088128833
0.7571400974755417,-0.3013350576523592,0.3229020786129487
0.7746598084499339,-0.2976448708996059,0.33809209910901794
0.7875626245763949,-0.301774694497472,0.35481535031866085
0.5583014009114549,-0.2592702834343116,0.3293646274917541
0.598085392574846,-0.25754453930436894,0.3543162910362817
0.7003053838841252,-0.28475535442442423,0.34701803027879163
0.6410322621544529,-0.2697389200517037,0.335338906870541
0.7126518488418305,-0.2915361564829439,0.3633499748682935
0.6948806230336303,-0.2848485174393093,0.36004378562953526
0.6876664989015853,-0.29350383680582603,0.33835650467455486
0.7335175889616247,-0.2960888646610045,0.29912804989455605
0.6802626761600647,-0.28350230128740456,0.3178021068237293
0.6121508099016792,-0.2616464957635752,0.3702539670538202
0.5574130066913574,-0.242357577486312,0.3292120879630114
0.6751977125183487,-0.27301293413974,0.31895814050790006
0.6195304930234294,-0.2648167152203742,0.32091367001897564
0.6798917512350466,-0.2884125626534079,0.32978473315337914
0.6098581826960079,-0.2641212608534995,0.32720990225707763
0.6863193443644854,-0.27216852704294303,0.33263681810796103
0.642232338739115,-0.2647032327525195,0.3439844798690051
0.703123482944798,-0.2850513826911681,0.2931087738537849
0.68906394645515745,-0.29197284073215507,0.3531178993161149
0.637289467389428,-0.27006206553353157,0.34309628689817645
0.6571149588386302,-0.2657652853293683,0.3377504751327824
0.7385622447823176,-0.29093390090466076,0.3463507625054551
0.7259543626548695,-0.3014041812099634,0.3173550165551096
0.7641927503947161,-0.2979703054617927,0.3263243189971522
0.7100194285532783,-0.2895256477956468,0.322600187914965
0.6319559838825839,-0.26510549095639535,0.32519393621101056
0.5127067114923872,-0.2395582849215355,0.3450491249874026
0.676128456378447,-0.2697621894889541,0.33179497017660076
0.6662895277536944,-0.2780768526299992,0.333542635052266
0.6699042601288736,-0.27783458447090914,0.34499023795784944
0.6750397051305195,-0.2694905290477398,0.338940819483135
0.673682251659045,-0.2859911749164678,0.3441856030220511
0.7241643403593299,-0.2828037883625057,0.3491650914570576
0.6422407553686507,-0.26972570289506287,0.362845472370634
0.6988902431231654,-0.2851712851983323,0.31853380372982854
0.6124535732991138,-0.2629671618336091,0.31318635420009755
0.6088803509110505,-0.26600728270507673,0.34127431859751883
0.6642797508026226,-0.2718343591646581,0.3301759813845559
0.7343490295413991,-0.28985132075121733,0.3100948463017865
0.8230167548259733,-0.3160547876648464,0.331485607587545
0.8077184351138579,-0.3158594158254118,0.3183364055672445
0.7970562401870541,-0.3171496622301734,0.32875871367819565
0.676911350916769,-0.28106943202340606,0.32080142821403734
0.7583701182092344,-0.2961317246971455,0.3319414854605844
0.705920904483443,-0.29113829600020885,0.3202422138726342
0.6248864095325245,-0.2609282445335703,0.3186081452010144
0.6412472257746559,-0.2659483279311497,0.326886458915897
0.6247609626464095,-0.25652775959514335,0.3060236126359339
0.6958294100854723,-0.2794336282315526,0.31761103613860053
0.6724150451603477,-0.27003122864293216,0.3247578019457729
0.7373307879826914,-0.2957486163181176,0.32922485568723586
0.5434506281010266,-0.2388744709866377,0.33822199530795755
0.5483061858917361,-0.24256764328491065,0.347238326675004
0.6283046652712823,-0.26451050799715514,0.3430810929632206
0.7285487523978779,-0.30126164074206296,0.34342518795271537
0.6460547712050224,-0.2755555196052331,0.3523257011797899
0.752912904830283,-0.30099420063959215,0.3208561717137046
0.7616992968964069,-0.2983863201734917,0.34039556397409115
0.6591798066585245,-0.266120118065566,0.33943325906920374
0.7578404287529035,-0.30074760021638913,0.3382980393459328
0.7227078315117051,-0.28710988168266804,0.34082851045279
0.6829291289694776,-0.2794748231075048,0.32277784532566955
0.5857886907114968,-0.26327275384607707,0.3543775584596173
0.6504014723762332,-0.26442282631187647,0.3297798672859353
0.6878269531275475,-0.28436470820156046,0.342277370543983
0.5878764102798862,-0.25802893364030255,0.3212628908492802
0.6666344181637877,-0.27293027203380166,0.35911629110601223
0.6842610947203637,-0.2850830067670026,0.3614514061850163
0.698024014939754,-0.2901794125525926,0.34754861194161085
0.5654219949909647,-0.25310245643058954,0.3315015781510536
0.6899212424759479,-0.27140996678477713,0.34138093488848387
0.6398398179147863,-0.26210526103262566,0.3293661397888007
0.5931057506570293,-0.2574863661976966,0.3300959312666476
0.7417854716154707,-0.2946475557002167,0.34046732896723003
0.5518941363983443,-0.23593814299353522,0.33750566940617316
0.66723445429147,-0.2787196285981643,0.3429722498185216
0.6185696785365273,-0.26086187865623645,0.351814862686218
0.665484560217864,-0.2784156479007599,0.3356173416098195
0.6838654607786817,-0.2839105835986979,0.3492791724801458
0.6939226609471042,-0.28126982916324567,0.328694029446465
0.7264638647412485,-0.2774596488096007,0.3234227570186171
0.687259456277017,-0.2802619266139745,0.30178368485369855
0.6893473158399664,-0.27665374892549577,0.3425962593015234
0.6685821731644074,-0.2766260979319641,0.3504385504134713
0.5888596890684221,-0.25979590373962985,0.3103945977596698
0.6235506520374849,-0.25613586339897304,0.32196080180441244
0.7050137889675332,-0.2862695107330848,0.3221458164466477
0.6246939045667679,-0.26855979868564134,0.3206521420708713
0.6530269533855704,-0.27180171374264134,0.3315011761470034
0.580882807739657,-0.2555061676321456,0.3526788224723184
0.6221772468995488,-0.25266116044566245,0.3567894125957103
0.7317311980031084,-0.2922453568753621,0.3234665554329579
0.6606689615429353,-0.274855691156813,0.3151354189192017
0.6279178903344056,-0.25922733344640697,0.3104688370296562
0.7098702075524286,-0.29577750543647696,0.3193686761971814
0.7285643115136813,-0.29259956201604775,0.3294519917484341
0.6694808616139228,-0.28284303772014063,0.36555955415626173
0.7301331400805678,-0.2903629028269981,0.3497412778340806
0.7275649059756346,-0.28881606034297047,0.3158306675967661
0.7098691808260819,-0.2870053586234186,0.34534865716817925
0.6781425577434091,-0.2806557188834053,0.3018773950423814
0.6672253664703839,-0.2793972632757106,0.32441997852978943
0.7461741944669285,-0.28835783434670625,0.3473523089756342
0.611011009943191,-0.2599641425024117,0.33538477589949756
0.6450535873678122,-0.2718468539372312,0.3382567887179217
0.7694854078894374,-0.2930630008425049,0.30827210967952373
0.6851144125755904,-0.2824503677419465,0.345871414450032
0.7693628421228748,-0.29685634176318376,0.3536987254549138
0.6916833732505554,-0.288459320805164,0.33926188418434244
0.6402801466392462,-0.27990794979352007,0.3368782080488019
0.5744497254967544,-0.24355720362703903,0.3217094522143477
0.66573270256848,-0.2870390616139301,0.3406067994106461
0.5831628660567152,-0.25400603424661333,0.337771490128948
0.6332360211617856,-0.2736648505736647,0.3309435538002927
0.632056478018341,-0.2642578956525472,0.360337361178962
0.6570236042061723,-0.27410876464412465,0.3310123002211627
0.6664145835450641,-0.2817636749240004,0.3262112046413121
0.657112733187958,-0.2775648710366163,0.32915780843188736
0.7454035236740456,-0.2952320306007856,0.3214507997718486
0.7534545351500748,-0.28795898740376724,0.3379041950005168
0.7171852461381095,-0.28286848721536156,0.3598941829073834
0.7070940204876256,-0.2968674284047489,0.32828325948125164
0.7519632436962912,-0.30086292966700456,0.36958151927273997
0.7978014118848211,-0.306190671734827,0.34153782410460665
0.6523517415652174,-0.28313120324856644,0.3469116271012737
0.6337436683034569,-0.27241337948823813,0.3411115082973571
0.7498243367563328,-0.29611134775709713,0.3262388757022915
0.7617413762103958,-0.30124061174057554,0.31921573829278954
0.7462948765273939,-0.2935858022531954,0.328825195599129
0.6928687965816441,-0.2813943916811623,0.3299378417671228
0.6371184130475906,-0.26343088764255584,0.3377357169412589
0.721584170348214,-0.2850868516616366,0.3366384772021788
0.7370803539373919,-0.29256142403082486,0.3016524340637667
0.782675206398832,-0.30398714213607325,0.3219764646428186
0.6854058604035178,-0.28891715792291767,0.3586305518235897
0.6944248224211567,-0.28066337504329747,0.340622580012058
0.6728341064379548,-0.28491965691865057,0.34874381715901875
0.7440661981773309,-0.3004992805129936,0.3351765861067653
0.7113199483064805,-0.28063166419034075,0.35024201942017236
0.7259385893099907,-0.2897598297965735,0.3398325095699855
0.7285249605567509,-0.29580602879202905,0.34150266097725457
0.7337183383310487,-0.2979977915378356,0.3332539844362124
0.7025154126697772,-0.27444766537367493,0.34546831481660667
0.6875927012623371,-0.2891815903119492,0.3404328886665969
0.6973126851256686,-0.2856095356478757,0.3339721771160926
0.6930418391687616,-0.28544251595464715,0.37797636241414234
0.6498127281675253,-0.27706440312833525,0.34153145232177623
0.710397261739767,-0.28182437647470404,0.3669648879219895
0.789617936307453,-0.30064930215525354,0.34998179948525
0.6212988036397135,-0.26598759665938515,0.3356482108848926
0.6655729973124631,-0.27385848615933195,0.341396919568955
0.7056746373383459,-0.2827965641916106,0.3152216960382195
0.7156329673198146,-0.28231403701125973,0.3368242732193109
0.7001775652459428,-0.28550121224425784,0.3314294144190898
0.6953295899812054,-0.28555149686043757,0.338706005570855
0.6594222372492509,-0.2727038362134297,0.35090852544923196
0.6215148452611334,-0.2653885449770694,0.3133922613983618
0.5575142679233918,-0.2515784388246744,0.3531445263175934
0.6580031229204714,-0.27458702994063716,0.3234672413942419
0.7510006448106538,-0.28794989106991215,0.3299428821869408
0.8317382080186586,-0.31707036673051114,0.34484107411256437
0.6624785775699162,-0.2787432724990016,0.33734377143084515
0.6684636392133931,-0.2639401142763026,0.33644302832492684
0.7015286920315152,-0.2883016854928474,0.3553223474198642
0.6924053570839253,-0.2803028111961331,0.3522153682500323
0.7015814014787162,-0.288994714199711,0.32098160166005657
0.6725224042471984,-0.2776115651903246,0.3411839826734986
0.7494384164731823,-0.3015414844348148,0.33239245846934923
0.696818150593627,-0.29620470118053555,0.3484707702164876
0.680168865354831,-0.2735361001063326,0.3367402755975796
0.8171530430781228,-0.31533046712193125,0.3389853345434393
0.7851661006140477,-0.29863319293441565,0.32715499783775187
0.6885015844108022,-0.27751659592510847,0.30859583474455854
0.5894097763813927,-0.2560096855583622,0.33493793849925996
0.7333766614952822,-0.2949771768298796,0.35972386921331956
0.6700082368720998,-0.27589870509338243,0.31595654997042666
0.6601612830514497,-0.27412416811174206,0.3128331913037082
0.6382113502712988,-0.2794911683655843,0.34489473791771164
0.627011423086602,-0.2643524899663147,0.33182018511106515
0.6341494498745933,-0.26557574396340633,0.3047846409023583
0.6989364335215267,-0.27947935696565124,0.30818520870274096
0.643685959987775,-0.26493891980079537,0.3412562517138376
0.5455413210579777,-0.23885839487872274,0.3538389680603318
0.6058639713293691,-0.2578771236998391,0.34989627647293686
0.648269034694199,-0.2662612094785656,0.3431635838121923
0.7205369164287246,-0.2904107934296369,0.3479491976687205
0.7398493915043621,-0.30667504585986677,0.34098060778589057
0.6846575188269477,-0.2799744543189422,0.3533387974369395
0.6826541953771403,-0.27978610008480825,0.3512225270514023
0.7186093933483717,-0.2871127954485273,0.3213265209807861
0.6375053097648229,-0.27521806783627906,0.31873011494013054
0.6573982366811665,-0.2691785316673342,0.3666453783636316
0.6885306353798035,-0.2733969661679929,0.35462546371644166
0.7243766082474095,-0.2794111341790239,0.33441958821278384
0.7549056721301366,-0.30032710869285073,0.3280377791025114
0.6753637986990886,-0.27645527195339326,0.34061221223225435
0.6818676239861531,-0.27695971069320147,0.34161728343632825
0.6923463963917186,-0.2841193159814366,0.3416109425296996
0.6543236861192011,-0.27584034912552036,0.3282974206529428
0.7116610548997181,-0.2956280089272383,0.3488206208543835
0.7048095583202162,-0.2796440376371281,0.3338710805993575
0.7905927809679665,-0.30255784804209895,0.32960304165457255
0.6129180171644789,-0.26209827890091175,0.3379148281757231
0.6465385312852968,-0.269136862291542,0.3111487140125293
0.6145138400704758,-0.2657358148469662,0.3534449484707737
0.6391977064298517,-0.27245640286060463,0.307426887840353
0.585030253355749,-0.2446112422847069,0.3465204966573831
0.6332305196083337,-0.2673598422456743,0.3270089199096516
0.597959648871102,-0.25760238918386935,0.3621025873112656
0.5900279887029801,-0.25547377744694044,0.37411781466079874
0.7123387205100591,-0.304063913584161,0.3573117840698237
0.7565858033025518,-0.29491722034070084,0.3123980792940032
0.6702717814938848,-0.2779763640966548,0.3327584617425685
0.7530687327182234,-0.29632091120787374,0.33111366599683495
0.696712488509382,-0.28648408317432705,0.3483115562296871
0.8240423613400627,-0.31568675293143716,0.30441295362926696
0.8253059978439993,-0.32115721158742494,0.3449671607347568
0.7310334811684855,-0.2958548344258117,0.3379792631459049
0.7272117976178388,-0.2896441076742812,0.3271287721115737
0.7515220661117019,-0.2939649724940184,0.32134230693468063
0.6247599314602273,-0.2689174768027993,0.32207661630904705
0.7037360447837897,-0.28817611117042047,0.3270964863625523
0.6943317141617058,-0.28243079009883515,0.35155140850689093
0.6260357100517524,-0.25537912745588004,0.32332020552501256
0.6026643227650311,-0.26020382945425075,0.34228750364066324
0.6041940121621567,-0.2715848900051072,0.33619799904715864
0.6405953241986996,-0.2559297615269919,0.31942861956937213
0.6853122396033545,-0.28404513450714775,0.34258413362571105
0.669388105765954,-0.28588767078080707,0.3496130944233358
0.679738534622474,-0.2809349410425319,0.3331314566015713
0.6973422656660515,-0.2791760692815919,0.335380045433028
0.805815508437181,-0.3058906052209143,0.35223830986881605
0.7164768160945831,-0.2906241918994752,0.31576487829425653
0.6595272279765327,-0.27075912877838365,0.33488033254131705
0.6632117494575914,-0.26431995952733406,0.33894367490007904
0.6873903355462864,-0.2785572144764768,0.32546492450892056
0.632301166682196,-0.2654350443482181,0.3265478716050491
0.6496378253109931,-0.2734414867348028,0.346122525764264
0.7793260132807501,-0.29753343130682963,0.34721968592676294
0.6890311567438128,-0.2869484834211823,0.3046836596427501
0.7207159470701694,-0.29438799421015804,0.329037864136042
0.6486457295203457,-0.2664883372223833,0.32618924329695675
0.691806816599482,-0.2805660363539016,0.3327580594087252
0.6605013528987771,-0.279313406568589,0.31177770133026556
0.5929751761526483,-0.2455858319797966,0.33986762121543007
0.7366627915570145,-0.2929514010038772,0.33732209461171364
0.6707791323165225,-0.2877677212901296,0.33587538792793725
0.5910989548919785,-0.2573922281302682,0.3317779305390938
0.6435071676100209,-0.27153895229002883,0.32690060369408536
0.6392248105269659,-0.26581716659823307,0.3377887242609813
0.7189806652520998,-0.2834751086196644,0.31767732280881966
0.7172680905810661,-0.2791375201549499,0.31804715464149386
0.547289122921428,-0.24335453370071256,0.339888939959611
0.6750623540407737,-0.2808103065867302,0.31209234231902355
0.6718063273330065,-0.2704267567530294,0.33570458708127265
0.6504364504765698,-0.27461585102255637,0.34479166088480195
0.6432047251173648,-0.26118201735285407,0.32173805957014445
0.5765145805125166,-0.26021547851587956,0.33556350498506377
0.5394340132039344,-0.23957708093092478,0.3342422604874346
0.6143258891776541,-0.26227016030788086,0.33399874982390243
0.5592510270685349,-0.24566196819108418,0.339251891751852
0.5874541785146895,-0.2573085981985954,0.362397108946376
0.6705620688283874,-0.281032270095803,0.32076554224852444
0.6172702274392081,-0.25854594767240857,0.3172749533685863
0.6492491945762072,-0.2600953777319591,0.34782025308442965
0.6534353166140301,-0.26645362454880145,0.31345244438174075
0.6453901761786792,-0.2656170732889509,0.3396323719855819
0.7166788581576117,-0.28986625456907283,0.34501904678717954
0.5900493244452553,-0.26245730754086793,0.3408529348844962
0.7075155516024437,-0.27956097318205225,0.34829340287624627
0.6129179021647041,-0.26071054773411784,0.34603698262110927
0.6155056227941083,-0.26480038628927866,0.3422020076197365
0.6027996738704839,-0.258342750243939,0.34663074836911
0.6223015926553074,-0.25565949172490404,0.3334838152052492
0.7529887972873621,-0.2943881706120577,0.32204815494061106
0.6495380332273112,-0.2743103698968372,0.3342305605981705
0.6726723297127513,-0.2771841490233503,0.31780891946641804
0.6293034439907927,-0.26720106409336675,0.35877905163480245
0.6254336678411299,-0.27122318576819227,0.3253258782262008
0.7506653978455937,-0.29830561719645776,0.34911382730114515
0.636979916377002,-0.2676759013368639,0.33262697134768904
0.7907733905406769,-0.31026687175867285,0.3435263999847384
0.7386302852784324,-0.2902918908849237,0.3774877883333181
0.7450491027781302,-0.291502494573234,0.3486484960114087
0.6851201445058656,-0.2843521787111258,0.3441831901985417
0.8084367335127041,-0.3207095682259245,0.33469455889971667
0.7507453735202725,-0.2960462349426489,0.32654393575088353
0.6068365189265075,-0.2656343907378986,0.3586629627604332
0.7109343360661796,-0.2858059671560487,0.33042677624857014
0.6439057762754341,-0.27194275116195177,0.3671900741902444
0.6878652843448707,-0.2792112786479978,0.30225466147595437
0.7389139034568417,-0.29972577220386076,0.36264374382488807
0.7250581311731221,-0.2974056672278862,0.3507166651669167
0.7002754407425993,-0.2856708312268119,0.33649993777830256
0.6766406318228746,-0.2797249031066065,0.3384228674883558
0.7119435396728457,-0.29103385062186704,0.3287949083349052
0.6009185919214375,-0.25950774280116096,0.3267558646771382
0.6778324609982065,-0.27986586129861113,0.3418553343989873
0.7214035267047253,-0.29132908388791695,0.32650232140662405
0.7278212895909548,-0.29285865479737044,0.37773775667981235
0.6569866620599168,-0.2762586251771915,0.33666161297894803
0.7088454263049432,-0.2838134516066078,0.3512420600578054
0.72926553994002,-0.2979866146494566,0.3450087995294415
0.6851945998967537,-0.2780686422222823,0.34045345882665357
0.6921859946738876,-0.28662920323244456,0.34650634979972783
0.7777901299980655,-0.3037407616153142,0.3590256376704589
0.6343780019747469,-0.2793064581824159,0.33790106274103876
0.6930042861658665,-0.278402598154387,0.31836495567862533
0.7220445911645352,-0.28859583110052717,0.3521731818442662
0.7033315834695086,-0.28408995996863234,0.34351037962111286
0.7009649861418423,-0.2846579302463264,0.30419261378192547
0.7578991034605025,-0.2987722073019917,0.32722322117399083
0.6922576024276071,-0.29279877311822106,0.319440570499711
0.8096537509654518,-0.3058869155461413,0.3327443850980611
0.7866209065227934,-0.298876427579395,0.3334779082825689
0.7034704083457665,-0.30266981518776614,0.32783210522703554
