removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
21,1,prune,21,1000,90.1970709725552,21034,1889.17941968226,0.00986393824088568,0.00987293636863429,2111380,189460.116184417
22,1,prune,22,1000,89.9489519182894,22034,1979.12837160055,0.0103328903299266,0.0103430136251735,2110380,189370.167232499
23,1,prune,23,1000,89.6290732802654,23034,2068.75744488082,0.0108018424189674,0.0108114191816053,2109380,189280.538159218
24,1,prune,24,1000,89.1955913390098,24034,2157.95303621983,0.0112707945080083,0.0112775593419723,2108380,189191.342567879
25,1,prune,25,1000,88.7141224395219,25034,2246.66715865935,0.0117397465970492,0.0117411833242788,2107380,189102.62844544
26,1,prune,26,1000,88.0427114902146,26034,2334.70987014956,0.01220869868609,0.0122012984828545,2106380,189014.58573395
27,1,prune,27,1000,87.0913317689628,27034,2421.80120191853,0.0126776507751309,0.0126564416883416,2105380,188927.494402181
28,1,prune,28,1000,89.8049035085621,28034,2511.60610542709,0.0131466028641718,0.0131257661414317,2104380,188837.689498672
29,1,prune,29,1000,90.0132737151563,29034,2601.61937914224,0.0136155549532127,0.0135961795465659,2103380,188747.676224957
30,1,prune,30,1000,89.9916198286512,30034,2691.6109989709,0.0140845070422535,0.0140664797875182,2102380,188657.684605128
31,1,prune,31,1006,89.7315126562337,31040,2781.34251162713,0.0145562728438286,0.0145354206967227,2101374,188567.953092472
32,1,prune,32,1005,90.9029441374564,32045,2872.24545576459,0.0150275696933147,0.0150104835593816,2100369,188477.050148335
33,1,prune,33,1329,120.962883017614,33374,2993.2083387822,0.01565080701965,0.0156426410106841,2099040,188356.087265317
34,1,prune,34,1004,89.661464273007,34378,3082.86980305521,0.0161216349170471,0.0161112158438966,2098036,188266.425801044
35,1,prune,35,1001,86.8355619723991,35379,3169.70536502761,0.016591055958177,0.0165650223849567,2097035,188179.590239072
36,1,prune,36,1000,87.8480893899597,36379,3257.55345441757,0.0170600080472179,0.0170241204397085,2096035,188091.742149682
